"am_data","am_precipitacao","am_temp_maxima","am_umidade","am_ocorreu_queimada","am_risco_fogo_inpe"
2014-02-05,5.8,29.7,92,false,NULL
2014-02-06,0,33.4,81.5,true,NULL
2014-02-07,10.8,33.1,87.5,false,NULL
2014-02-08,4.3,33.7,80,false,NULL
2014-02-09,6.4,32.7,81.25,false,NULL
2014-02-10,0,33.1,86.5,false,NULL
2014-02-11,0,30.6,83.25,false,NULL
2014-02-12,7.4,30,84.5,false,NULL
2014-02-13,37.8,31,79.75,false,NULL
2014-02-14,0,33.7,85.75,false,NULL
2014-02-15,34,30.2,89,false,NULL
2014-02-16,66.4,31.1,87.5,false,NULL
2014-02-17,44,30.7,90.75,false,NULL
2014-02-18,0.6,29.7,93,false,NULL
2014-02-19,15.8,30.9,88,false,NULL
2014-02-20,4.8,33,81.5,false,NULL
2014-02-21,0.6,32.3,87,false,NULL
2014-02-22,0,34.8,74,false,NULL
2014-02-23,0,33.6,83.75,false,NULL
2014-02-24,0,32.3,88,false,NULL
2014-02-25,0,32.5,83.5,false,NULL
2014-02-26,9.6,32.6,87.75,false,NULL
2014-02-27,0,33.2,83.5,false,NULL
2014-02-28,25.8,33.3,86.75,false,NULL
2014-03-01,21.8,31,83.25,false,NULL
2014-03-02,20.4,33.1,86.5,false,NULL
2014-03-03,3,31.3,92.25,false,NULL
2014-03-04,30.4,32.3,87.75,false,NULL
2014-03-05,44.8,27.7,94.25,false,NULL
2014-03-06,19.4,29.3,88,false,NULL
2014-03-07,6.5,33.2,86.75,false,NULL
2014-03-08,0,31.3,82.5,false,NULL
2014-03-09,0,32.4,86.25,false,NULL
2014-03-10,0,31.7,91,false,NULL
2014-03-11,3.6,32.7,84.25,false,NULL
2014-03-12,0,33.5,82.5,false,NULL
2014-03-13,0,32.6,84.25,false,NULL
2014-03-14,8.4,32.2,87.25,false,NULL
2014-03-15,0,33.5,84.25,false,NULL
2014-03-16,0.1,34.1,77.5,false,NULL
2014-03-17,1.4,33.3,82.5,false,NULL
2014-03-18,0,32.6,84.5,false,NULL
2014-03-19,1.6,33.4,87,false,NULL
2014-03-20,0,35.1,78.5,false,NULL
2014-03-21,7.6,34,86.5,false,NULL
2014-03-22,0,33.9,80,false,NULL
2014-03-23,0.8,33.4,81.25,false,NULL
2014-03-24,1.6,34.4,82.25,false,NULL
2014-03-25,2.2,34,84.25,false,NULL
2014-03-26,0.8,33.1,81.5,false,NULL
2014-03-27,0.4,32.7,81.5,false,NULL
2014-03-28,0,31,87.75,false,NULL
2014-03-29,0,34.1,80.5,false,NULL
2014-03-30,1,33.7,88,false,NULL
2014-03-31,0,34.7,76.75,false,NULL
2014-04-01,5.1,31.7,87.5,false,NULL
2014-04-02,0.1,33.2,84.5,false,NULL
2014-04-03,0.1,32.2,81.5,false,NULL
2014-04-04,0,34.5,84.5,false,NULL
2014-04-05,0,33.4,86.5,false,NULL
2014-04-06,23,33.7,86.25,false,NULL
2014-04-07,0,33.2,89.5,false,NULL
2014-04-08,0,33.1,85.25,false,NULL
2014-04-09,17.6,32.3,87.75,false,NULL
2014-04-10,1.7,31.3,90.25,false,NULL
2014-04-11,3.6,31.8,86.25,false,NULL
2014-04-12,0.1,33.7,86,false,NULL
2014-04-13,1.1,32.6,86,false,NULL
2014-04-14,3.8,31.9,93.75,false,NULL
2014-04-15,0.2,33.3,89,false,NULL
2014-04-16,4,33.4,89.25,false,NULL
2014-04-17,0,32.5,92.5,false,NULL
2014-04-18,2.1,34.6,89,false,NULL
2014-04-19,14.3,33.1,86.75,false,NULL
2014-04-20,1.8,33.8,88.25,false,NULL
2014-06-12,0,34.9,67.75,true,NULL
2015-04-06,2.7,31.9,75.5,false,NULL
2015-04-07,0.5,32.7,74.25,false,NULL
2015-04-08,0.2,32.7,76.25,false,NULL
2015-04-09,0,32.1,78.5,false,NULL
